exp_id,candidate,max_depth,min_samples_leaf,rule,count,residual_mean,residual_median,residual_mae,y_mean,pred_mean
v56_20260617_150011,sentinel99,4,50,cat__mean_working_group_>=12 <= 0.5000 AND cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 <= 0.5000 AND num__glucose_cholesterol_ratio > 0.7131,101,-6.435643564356436,0.0,15.881188118811881,0.41376237623762374,0.47811881188118815
v56_20260617_150011,sentinel99,4,50,cat__mean_working_group_>=12 <= 0.5000 AND cat__mean_working_group_<=6 > 0.5000 AND num__glucose > 127.5850,51,-12.411764705882353,0.0,13.745098039215685,0.2988235294117647,0.42294117647058826
v56_20260617_150011,sentinel99,4,50,cat__mean_working_group_>=12 > 0.5000,77,13.012987012987013,2.0,13.61038961038961,0.7236363636363637,0.5935064935064935
v56_20260617_150011,sentinel99,4,50,cat__mean_working_group_>=12 <= 0.5000 AND cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 <= 0.5000 AND num__glucose_cholesterol_ratio <= 0.7131,2583,0.4545102593883082,0.0,13.54394115369725,0.48014711575687186,0.4756020131629888
v56_20260617_150011,sentinel99,4,50,cat__mean_working_group_>=12 <= 0.5000 AND cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 > 0.5000 AND num__weight > 71.4400,52,2.576923076923077,0.0,8.961538461538462,0.5384615384615384,0.5126923076923077
v56_20260617_150011,sentinel99,4,50,cat__mean_working_group_>=12 <= 0.5000 AND cat__mean_working_group_<=6 > 0.5000 AND num__glucose <= 127.5850,68,-5.205882352941177,0.0,7.647058823529412,0.3213235294117648,0.3733823529411765
v56_20260617_150011,sentinel99,4,80,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 <= 0.5000 AND num__glucose_cholesterol_ratio > 0.7131,104,-6.125,0.0,15.663461538461538,0.4173076923076924,0.47855769230769235
v56_20260617_150011,sentinel99,4,80,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 <= 0.5000 AND num__glucose_cholesterol_ratio <= 0.7131 AND num__height <= 178.2000,2190,0.2808219178082192,0.0,13.76849315068493,0.47935159817351597,0.47654337899543386
v56_20260617_150011,sentinel99,4,80,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 > 0.5000,120,8.433333333333334,0.0,13.483333333333333,0.5964166666666667,0.5120833333333334
v56_20260617_150011,sentinel99,4,80,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 <= 0.5000 AND num__glucose_cholesterol_ratio <= 0.7131 AND num__height > 178.2000,467,3.314775160599572,0.0,12.535331905781584,0.5236616702355461,0.49051391862955035
v56_20260617_150011,sentinel99,4,80,cat__mean_working_group_<=6 > 0.5000,119,-8.294117647058824,0.0,10.260504201680673,0.31168067226890767,0.3946218487394958
v56_20260617_150011,sentinel99,4,100,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 <= 0.5000 AND num__glucose_cholesterol_ratio > 0.7131,104,-6.125,0.0,15.663461538461538,0.4173076923076924,0.47855769230769235
v56_20260617_150011,sentinel99,4,100,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 <= 0.5000 AND num__glucose_cholesterol_ratio <= 0.7131 AND num__height <= 178.2000,2190,0.2808219178082192,0.0,13.76849315068493,0.47935159817351597,0.47654337899543386
v56_20260617_150011,sentinel99,4,100,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 > 0.5000,120,8.433333333333334,0.0,13.483333333333333,0.5964166666666667,0.5120833333333334
v56_20260617_150011,sentinel99,4,100,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 <= 0.5000 AND num__glucose_cholesterol_ratio <= 0.7131 AND num__height > 178.2000,467,3.314775160599572,0.0,12.535331905781584,0.5236616702355461,0.49051391862955035
v56_20260617_150011,sentinel99,4,100,cat__mean_working_group_<=6 > 0.5000,119,-8.294117647058824,0.0,10.260504201680673,0.31168067226890767,0.3946218487394958
